feature,padj,fold,model
GPR101,3.292390642621638e-08,3,LR_C=0.1
GBX2,0.023354021596580756,3,LR_C=0.1
EPHB3,0.02402001316871212,3,LR_C=0.1
POU4F1,0.05066650360414554,3,LR_C=0.1
LPO,0.05295902662935486,3,LR_C=0.1
FAM182A,0.07082991689378415,3,LR_C=0.1
PRDM13,0.0902382879360133,3,LR_C=0.1
HAPLN1,0.0902382879360133,3,LR_C=0.1
OR4K2,0.09905699169224998,3,LR_C=0.1
OR13C5,0.09905699169224998,3,LR_C=0.1
CFAP47,0.13231032237609835,3,LR_C=0.1
KCNJ10,0.1390736936266416,3,LR_C=0.1
OR13C2,0.14854022797467947,3,LR_C=0.1
SERGEF,0.17321808308383616,3,LR_C=0.1
IAPP,0.17321808308383616,3,LR_C=0.1
CHRNA2,0.17321808308383616,3,LR_C=0.1
OTX1,0.17321808308383616,3,LR_C=0.1
PRMT8,0.17321808308383616,3,LR_C=0.1
KLF8,0.17321808308383616,3,LR_C=0.1
AC005696.4,0.035397413413561625,1,LR_C=1
AC135731.1,0.07086266330074659,1,LR_C=1
THUMPD3-AS1,0.07086266330074659,1,LR_C=1
CABP2,0.07086266330074659,1,LR_C=1
EFHC2,0.07086266330074659,1,LR_C=1
SOX2,0.09770845968540966,1,LR_C=1
AC005531.1,0.14577357660727105,1,LR_C=1
CEACAM20,0.14577357660727105,1,LR_C=1
CCT8L1P,0.14577357660727105,1,LR_C=1
SNCA,0.14577357660727105,1,LR_C=1
CACNG7,0.14577357660727105,1,LR_C=1
AC136759.1,0.1701021830284853,1,LR_C=1
FAM19A5,0.1701021830284853,1,LR_C=1
ISM2,0.1701021830284853,1,LR_C=1
LRRC52,0.1727488559423804,1,LR_C=1
HTR3D,0.1727488559423804,1,LR_C=1
GLYATL3,0.1727488559423804,1,LR_C=1
PSORS1C1,0.1727488559423804,1,LR_C=1
LPAR3,0.1727488559423804,1,LR_C=1
FAM47A,0.1727488559423804,1,LR_C=1
BARHL2,0.0009807157353158983,2,LR_C=1
PRSS21,0.04478368145622337,2,LR_C=1
CPA1,0.04478368145622337,2,LR_C=1
CAMK2N2,0.04478368145622337,2,LR_C=1
SULT1A3,0.04478368145622337,2,LR_C=1
FAM74A1,0.04478368145622337,2,LR_C=1
SFTPA2,0.04478368145622337,2,LR_C=1
RFX8,0.04478368145622337,2,LR_C=1
SBSN,0.04478368145622337,2,LR_C=1
OR1D3P,0.06970295549560361,2,LR_C=1
RNA5SP145,0.07300169401230676,2,LR_C=1
LINC01133,0.07719562971256011,2,LR_C=1
AC022150.4,0.07719562971256011,2,LR_C=1
FZD9,0.07719562971256011,2,LR_C=1
FOXL2,0.07719562971256011,2,LR_C=1
PBK,0.07719562971256011,2,LR_C=1
SAPCD2,0.08169296919011224,2,LR_C=1
SLC18A2,0.08646993721331768,2,LR_C=1
GJB3,0.08646993721331768,2,LR_C=1
FOXI2,0.08646993721331768,2,LR_C=1
ABRACL,7.498799698873941e-28,3,LR_C=1
GPR101,3.292390642621638e-08,3,LR_C=1
GBX2,0.023354021596580756,3,LR_C=1
EPHB3,0.02402001316871212,3,LR_C=1
POU4F1,0.05066650360414554,3,LR_C=1
LPO,0.05295902662935486,3,LR_C=1
FAM182A,0.07082991689378415,3,LR_C=1
PRDM13,0.0902382879360133,3,LR_C=1
HAPLN1,0.0902382879360133,3,LR_C=1
OR4K2,0.09905699169224998,3,LR_C=1
OR13C5,0.09905699169224998,3,LR_C=1
CFAP47,0.13231032237609835,3,LR_C=1
KCNJ10,0.1390736936266416,3,LR_C=1
OR13C2,0.14854022797467947,3,LR_C=1
SERGEF,0.17321808308383616,3,LR_C=1
IAPP,0.17321808308383616,3,LR_C=1
CHRNA2,0.17321808308383616,3,LR_C=1
OTX1,0.17321808308383616,3,LR_C=1
PRMT8,0.17321808308383616,3,LR_C=1
KLF8,0.17321808308383616,3,LR_C=1
