feature,padj,fold,model
PON1,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
ACSM3,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
MCUB,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
CALCR,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
CFH,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
PDK4,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
ARF5,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
SLC7A2,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
ALS2,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
M6PR,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
AOC1,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
RAD52,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
CYP51A1,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
RALA,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
SLC25A13,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=5
FGF8,0.11228730700315528,1,RF_max_depth=2_min_samples_leaf=10
AP2B1,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
REX1BD,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
MYCBP2,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
ABCB4,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
PON1,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
ACSM3,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
MCUB,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
CALCR,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
CFH,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
PDK4,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
ARF5,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
SLC7A2,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
ALS2,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
M6PR,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
AOC1,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
RAD52,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
CYP51A1,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
RALA,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
SLC25A13,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=10
OLIG2,0.5182085863045297,2,RF_max_depth=2_min_samples_leaf=10
KCNN2,0.5182085863045297,2,RF_max_depth=2_min_samples_leaf=10
LRP12,0.5954324521013477,2,RF_max_depth=2_min_samples_leaf=10
NCAPD2,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
MLXIPL,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
MASP2,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
CSDE1,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
IL32,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
JARID2,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
USH1C,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
CFH,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
SLC25A13,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
ARF5,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
SLC7A2,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
M6PR,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
AOC1,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
RAD52,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
CYP51A1,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
AP2B1,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
RALA,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=10
PBK,0.007159040720576393,3,RF_max_depth=2_min_samples_leaf=10
AP2B1,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
REX1BD,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
MYCBP2,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
ABCB4,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
PON1,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
ACSM3,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
MCUB,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
CALCR,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
CFH,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
PDK4,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
ARF5,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
SLC7A2,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
ALS2,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
M6PR,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
AOC1,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
RAD52,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
CYP51A1,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
RALA,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
SLC25A13,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=10
FGF8,0.11228730700315528,1,RF_max_depth=2_min_samples_leaf=15
AP2B1,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
REX1BD,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
MYCBP2,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
ABCB4,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
PON1,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
ACSM3,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
MCUB,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
CALCR,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
CFH,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
PDK4,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
ARF5,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
SLC7A2,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
ALS2,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
M6PR,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
AOC1,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
RAD52,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
CYP51A1,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
RALA,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
SLC25A13,0.9995443869753019,1,RF_max_depth=2_min_samples_leaf=15
OLIG2,0.5182085863045297,2,RF_max_depth=2_min_samples_leaf=15
KCNN2,0.5182085863045297,2,RF_max_depth=2_min_samples_leaf=15
LRP12,0.5954324521013477,2,RF_max_depth=2_min_samples_leaf=15
NCAPD2,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
MLXIPL,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
MASP2,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
CSDE1,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
IL32,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
JARID2,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
USH1C,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
CFH,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
SLC25A13,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
ARF5,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
SLC7A2,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
M6PR,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
AOC1,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
RAD52,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
CYP51A1,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
AP2B1,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
RALA,0.8470482472363444,2,RF_max_depth=2_min_samples_leaf=15
PBK,0.007159040720576393,3,RF_max_depth=2_min_samples_leaf=15
AP2B1,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
REX1BD,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
MYCBP2,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
ABCB4,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
PON1,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
ACSM3,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
MCUB,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
CALCR,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
CFH,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
PDK4,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
ARF5,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
SLC7A2,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
ALS2,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
M6PR,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
AOC1,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
RAD52,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
CYP51A1,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
RALA,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
SLC25A13,0.9998616339428735,3,RF_max_depth=2_min_samples_leaf=15
FGF8,0.11228730700315528,1,RF_max_depth=4_min_samples_leaf=5
AP2B1,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
REX1BD,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
MYCBP2,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
ABCB4,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
PON1,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
ACSM3,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
MCUB,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
CALCR,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
CFH,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
PDK4,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
ARF5,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
SLC7A2,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
ALS2,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
M6PR,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
AOC1,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
RAD52,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
CYP51A1,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
RALA,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
SLC25A13,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=5
OLIG2,0.5182085863045297,2,RF_max_depth=4_min_samples_leaf=5
KCNN2,0.5182085863045297,2,RF_max_depth=4_min_samples_leaf=5
LRP12,0.5954324521013477,2,RF_max_depth=4_min_samples_leaf=5
NCAPD2,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
MLXIPL,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
MASP2,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
CSDE1,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
IL32,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
JARID2,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
USH1C,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
CFH,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
SLC25A13,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
ARF5,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
SLC7A2,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
M6PR,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
AOC1,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
RAD52,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
CYP51A1,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
AP2B1,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
RALA,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=5
PBK,0.007159040720576393,3,RF_max_depth=4_min_samples_leaf=5
AP2B1,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
REX1BD,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
MYCBP2,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
ABCB4,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
PON1,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
ACSM3,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
MCUB,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
CALCR,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
CFH,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
PDK4,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
ARF5,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
SLC7A2,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
ALS2,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
M6PR,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
AOC1,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
RAD52,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
CYP51A1,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
RALA,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
SLC25A13,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=5
FGF8,0.11228730700315528,1,RF_max_depth=4_min_samples_leaf=10
AP2B1,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
REX1BD,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
MYCBP2,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
ABCB4,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
PON1,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
ACSM3,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
MCUB,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
CALCR,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
CFH,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
PDK4,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
ARF5,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
SLC7A2,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
ALS2,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
M6PR,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
AOC1,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
RAD52,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
CYP51A1,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
RALA,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
SLC25A13,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=10
OLIG2,0.5182085863045297,2,RF_max_depth=4_min_samples_leaf=10
KCNN2,0.5182085863045297,2,RF_max_depth=4_min_samples_leaf=10
LRP12,0.5954324521013477,2,RF_max_depth=4_min_samples_leaf=10
NCAPD2,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
MLXIPL,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
MASP2,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
CSDE1,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
IL32,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
JARID2,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
USH1C,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
CFH,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
SLC25A13,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
ARF5,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
SLC7A2,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
M6PR,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
AOC1,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
RAD52,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
CYP51A1,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
AP2B1,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
RALA,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=10
PBK,0.007159040720576393,3,RF_max_depth=4_min_samples_leaf=10
AP2B1,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
REX1BD,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
MYCBP2,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
ABCB4,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
PON1,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
ACSM3,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
MCUB,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
CALCR,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
CFH,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
PDK4,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
ARF5,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
SLC7A2,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
ALS2,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
M6PR,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
AOC1,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
RAD52,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
CYP51A1,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
RALA,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
SLC25A13,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=10
FGF8,0.11228730700315528,1,RF_max_depth=4_min_samples_leaf=15
AP2B1,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
REX1BD,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
MYCBP2,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
ABCB4,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
PON1,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
ACSM3,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
MCUB,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
CALCR,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
CFH,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
PDK4,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
ARF5,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
SLC7A2,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
ALS2,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
M6PR,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
AOC1,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
RAD52,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
CYP51A1,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
RALA,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
SLC25A13,0.9995443869753019,1,RF_max_depth=4_min_samples_leaf=15
OLIG2,0.5182085863045297,2,RF_max_depth=4_min_samples_leaf=15
KCNN2,0.5182085863045297,2,RF_max_depth=4_min_samples_leaf=15
LRP12,0.5954324521013477,2,RF_max_depth=4_min_samples_leaf=15
NCAPD2,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
MLXIPL,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
MASP2,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
CSDE1,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
IL32,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
JARID2,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
USH1C,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
CFH,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
SLC25A13,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
ARF5,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
SLC7A2,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
M6PR,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
AOC1,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
RAD52,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
CYP51A1,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
AP2B1,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
RALA,0.8470482472363444,2,RF_max_depth=4_min_samples_leaf=15
PBK,0.007159040720576393,3,RF_max_depth=4_min_samples_leaf=15
AP2B1,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
REX1BD,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
MYCBP2,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
ABCB4,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
PON1,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
ACSM3,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
MCUB,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
CALCR,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
CFH,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
PDK4,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
ARF5,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
SLC7A2,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
ALS2,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
M6PR,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
AOC1,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
RAD52,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
CYP51A1,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
RALA,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
SLC25A13,0.9998616339428735,3,RF_max_depth=4_min_samples_leaf=15
